Lat-Long,Nombre del recurso turístico,isla,Consejo,Parroquia,Aldea,Vecindario,Clasificación,Cara,Descripción del Producto,Elementos materiales asociados,Elementos naturales asociados,Acceso a recursos [dominio público o privado],Imágenes destacadas,Imágenes de la característica 1,Dados pendentes de interesse turístico,Singularidad que lo diferencia de otros en la región,Satisfacción del cliente con la función.,Posibilidades de exploración futura,Intervenciones necesarias para su uso,Acceso a recursos (tierra),Medios de viaje,Señalización (Dentro del municipio),Señalización (Fuera del municipio),Señalización (Cerca),Tipo de renda,Aplica (Dentro do Recurso Turístico),Aplica (Fora do Recurso Turístico),IDENTIFICACIÓN,Estado de conservación,Otros Servicios Turísticos (Fuera del Complejo Turístico más cercano),Servicios Básicos (Fuera del centro turístico más cercano),Servicios de emergencia (Fuera del complejo turístico más cercano),Otros Servicios Turísticos (Dentro del Recurso Turístico),Servicios básicos (Dentro del Complejo Turístico),Imágenes de la característica 2,Característica 3 imágenes,Característica 4 imágenes,Servicios de emergencia (Dentro del Complejo Turístico),Acceso al recurso (Marítimo),Nivel actual de uso,Acceso a recursos (aerotransportado),Medios de viaje 2
"14.904089466426283, -23.51714866782945",Playa Quebra Canela,Santiago,Praia,Nossa Senhora da Graça,Quebra Canela,Quebra Canela,Lugares Naturais,Playas y zonas costeras,"Praia de Quebra Canela es una pequeña playa dentro de la ciudad, muy popular entre la población residente y visitantes. Se ubica al sur de la ciudad de Praia, más específicamente en la zona de Quebra Canela. También es una playa resguardada de unos 45 metros de largo, compuesta de arena blanca y aguas cristalinas, es de fácil acceso y cuenta con un conjunto de infraestructura básica y servicios de apoyo al turista, como hoteles, bares, restaurantes y centros comerciales. En esta playa también podrás encontrar pescadores arrastrando sus barcas desde primera hora de la mañana. Muchas empresas de deportes acuáticos ofrecen kayak y otros servicios durante la temporada de verano.","Sombras,Miradouro, botes
Equipamentos de exercicios fisicos",mar y arena,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ol20dU6aO9GOLCOVP4x0.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/gZoIi0IG2K7utWL2ra4j.jpg,Limpieza de arena de playa,,,Costa y baño (Playa),,Verdadero,"Vehículo todo terreno,Coche común,A pie,Autobús público,Autobús turístico,Taxi",Suficiente,Suficiente,Suficiente,Libro,Verdadero,Verdadero,55,muy bien,"Servicios de guía, Servicio de taxi, Venta de artesanías, Banco/ATM/cambio de moneda, Servicios de estacionamiento","Agua, Alcantarillado, Alumbrado público, Señalización","Hospital público,Atención primaria,Policía",,"Alumbrado público, Señalización",,,,"Atención primaria, policía",,Asistió,,
"15.233114997172203, -23.743263992213826",Playa de Ribeira da Prata,Santiago,Tarrafal,Santo Amaro Abade,Ribeira das Pratas,Ribeira das Pratas,Lugares Naturais,Playas y zonas costeras,"Playa de baño de arena negra volcánica con gran potencial en cuanto a turismo de salud, aún no explorado. Punto más alto de eclosión de las tortugas marinas (mueca mueca). Mientras tanto, atrajo a contrabandistas para que descargaran los materiales robados. Tiene más de 3 kilómetros de longitud. El acceso a la playa es accesible para todo aquel que necesite realizar algunas mejoras, a lo largo de la playa hay muchas acacias y algunas plantas planas, además de la fina arena negra. En un día en que la niebla lo permite, se puede ver la isla Fogo.",,"Mar, mangos y cocoteros.",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ENhixE9bRN4Nq8WvB6Jw.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/p9wUfC2NqodACXUzLK0e.jpg,"Limpieza y refuerzo de papeleras, baños, puestos de socorristas, creación de sombra y tumbonas.",,,Costa y baño (Playa),,Verdadero,"Vehículo todo terreno,Coche común,A pie,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",No existe,No existe,muy poco,Libro,FALSO,Verdadero,56,bien,Servicios de guía,"Agua, Alumbrado público","Hospital privado,Atención primaria,Policía",,,,,,,,Asistió,,
"15.145504261204497, -23.541073033072983",Playa de Porto Fundo (Baia),Santiago,Santa Cruz,Santiago Maior,Pedra Badejo,Porto fundo,Lugares Naturais,Playas y zonas costeras,"Antiguamente se utilizaba para el desembarco de cruceros. Hace 20 años existía un patio que vendía arena procedente de Mauritania que abastecía a Santiago y al resto de islas de Cabo Verde. Es frecuentado por muchos pescadores durante sus faenas. Situada detrás del Monte Vigía, en Ponta de Santa Cruz, es una preciosa cala de aguas tranquilas que ofrece un bello paisaje natural al visitante. A pesar de la notable falta de intervención humana, se puede observar una antigua escalera que puede reutilizarse con fines turísticos. Sin embargo, en el camino de acceso existe un vertedero municipal.","Camino de acceso realizado por pescadores y pastores.
Barcos","Mar, rocas, plantas en la arena….",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/Z1owzGxqSOCv1JPm0YCo.png,,"Acceso, limpieza, recalificación de la Playa y traslado del contenedor de basura municipal a otra ubicación.","En el pasado, fue una de las playas de Cabo Verde que recibió cruceros.",,Costa y baño (Playa),Mejorar el acceso a la playa,Verdadero,"Vehículo todo terreno,Coche común,Autobús turístico,Minibús turístico,Taxi",No existe,Suficiente,No existe,Libro,FALSO,Verdadero,57,espacioso,"Servicios de guía,Alquiler de bicicletas/caballos/otros,Centros de interpretación,Museos,Servicio de taxi,Venta de artesanía,Banco/ATM/oficina de cambio,Servicios de aparcamiento","Agua, Alumbrado público, Señalización","Hospital público,Hospital particular,Polícia",,,,,,,,Poco frecuentado,,
"14.917539299579525, -23.508872907408445",Iglesia Parroquial de Nuestra Señora de Gracia,Santiago,Praia,Nossa Senhora da Graça,Plateau,Plateau,Etnografía y folklore,Folclore Espiritual,"Es una iglesia ubicada frente a la Plaza Alexandre Albuquerque, construida entre 1894 y 1902, que reemplaza a la primitiva iglesia construida en el siglo XVI, del mismo nombre, que sigue el rito romano y funciona como Catedral de la Diócesis de Santiago. Cabo Verde. Esta iglesia destaca por su arquitectura de la época colonial, la belleza y geometría de los arcos que definen las puertas y ventanas y las figuras decorativas que allí se encuentran. Actualmente en la iglesia se encuentra la tumba del obispo Dom Paulino Évora, fallecido en 2019.","Muros de mampostería, mampostería de piedra y cal.
Estructura de cubierta en cerchas de madera y cubierta a cuatro aguas de teja.",Plaza con jardín paisajístico,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/CAq5w9OgAWN4uYyAsfjh.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/hh88Hx1OuCX0Jsx5IkUh.jpg,,Fue una de las primeras iglesias y capillas construidas en Cabo Verde para promover el cristianismo.,,Patrimonio/cultural,,Verdadero,"Vehículo todo terreno,Coche común,A pie,Autobús público,Autobús turístico,Mini Autobús Turístico,Taxi",Suficiente,Suficiente,Suficiente,Libro,Verdadero,Verdadero,58,muy bien,"Servicios de guía,Centros de interpretación,Museos,Servicio de taxi,Venta de artesanía,Banco/ATM/cambio de moneda,Servicios de aparcamiento","Agua, Alcantarillado, Alumbrado público, Señalización","Hospital público, Hospital privado, Atención primaria, Policía",,Agua,,,,,,Asistió,,
"15.22375467976268, -23.6188565613779",Rabelados,Santiago,São Miguel,São Miguel Arcanjo,Achada Espinho Grande,Achada Espinho Grande,Etnografía y folklore,Grupos Étnicos,"Los Rabelados constituyen un grupo social que ha vivido un proceso de transformación identitaria, único en el país. A lo largo de varias décadas, desde los años 40 hasta la actualidad, han defendido con dureza su identidad forjada en una situación marcada por conflictos y desacuerdos con la Iglesia y el Estado. Actualmente, están más abiertos a los visitantes y en algunas localidades han desarrollado proyectos artesanales, especialmente en pintura y alfarería, y se han adherido a programas para mejorar sus condiciones de vida y difundir aún más su modo de vida característico, muy admirado por los visitantes nacionales. . y extranjeros. En el municipio existen comunidades rabeladas en Espinho Branco, Bacio, Monte Santo y Palha Carga, siendo Espinho Branco la más grande de todas. Construyeron sus aldeas en montañas y lugares de difícil acceso para escapar del poder del Estado y evitar interactuar con otros grupos sociales de la isla. Los que todavía se resisten son los más jóvenes, que hacen todo lo posible para asegurar la preservación de sus tradiciones, porque los mayores ya han muerto. Con el paso de los años se han comenzado a introducir casas de estilo urbano hechas de cemento, pero la idea es luego revestirlas con bambú y hojas de coco, como están hechas muchas de las casas que aún habitan allí.","Manualidades, pintura, alfarería.",Tesis de maestría sobre los rebeldes,Privado,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/s5zvE0DG43MmwjYp6rIO.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/b5e8nmHFtt4N0kduXT5x.jpg,"Difusión de la artesanía por CM, preservación del patrimonio existente.",El único que abdica de la iglesia y del estado.,,Patrimonio/cultural,,Verdadero,"Vehículo todo terreno,Coche común,A pie,A caballo,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restringido (permiso previo),Verdadero,Verdadero,59,,"Venta de artesanías,Bancos/Cajeros automáticos/casas de cambio,Otros","Agua, Alumbrado público, Señalización",,Venta de artesanías,"Agua, Alumbrado público",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/sBADo4LG5dl43dLcU9Ww.jpg,,,,,Muy poco frecuentado,,
"15.106733598394506, -23.705708974873538",Monumento - Revuelta de Ribeirão Manel,Santiago,Santa Catarina,Santa Catarina,Ribeirão Manuel,Ribeirão Manuel,Patrimonio Arquitectónico y Artístico,Obras De Arte Representativas,"Un monumento que simboliza uno de los acontecimientos históricos que marcaron la lucha y la valentía del pueblo en busca de la igualdad social y uno de los más emblemáticos de los hombres y mujeres rurales de Cabo Verde. Esta revuelta popular, iniciada el 12 de noviembre de 1910, contó con la participación activa de las mujeres. Liderado por Ana da Veiga, conocida como Nhanha Bombolom. Es un monumento cultural ubicado al norte de Assomada, en Ribeirão Manuel, al oeste de Achada Falcão. El monumento lleva consigo el recuerdo, es decir, fue erigido en honor a los arrendatarios que se negaron a pagar el alquiler de las tierras, lo que generó cierto revuelo con las autoridades de la época. Así, es un símbolo de la resistencia de arrendatarios y esclavos que tuvo lugar en 1910. Este monumento tiene una gran capacidad de atracción de turistas, por la memoria que conserva y, de por sí, con un guía puede transformarse en un centro cultural. oferta turística.","Sillas de hormigón
Obra de arte en piedra y bronce.","Jardines, con plantas locales.",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/gC9jne5pC31Qe52JLB4r.jpg,,Se utiliza en itinerarios nacionales.,Fue uno de los levantamientos sociales liderados por mujeres en busca de justicia social e igualdad de derechos.,,Patrimonio/cultural,,Verdadero,"Vehículo todo terreno,Coche común,A pie,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",No existe,No existe,No existe,Libro,Verdadero,Verdadero,60,bien,,"Agua, Alcantarillado, Alumbrado público",Atención primaria,,Alumbrado publico,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/sIejlLrl1cCNn6oH14Cc.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/SKrsmH8gjGojiD2z8yFI.jpg,,,,Asistió,,
"15.1307045436267, -23.53649362077645",Ribeira de Picos,Santiago,Santa Cruz,Santiago Maior,Ribeira dos Picos ,Ribeira dos Picos ,Lugares Naturais,Vales,"Valle verde con cocoteros y plátanos. De fácil acceso y por sus características ambientales, cuenta con una amplia gama de aves y plantas endémicas. Desde lo alto de la localidad de João Toro se puede disfrutar de una vista privilegiada de la vasta y verde Ribeira dos Picos, con cocoteros y plátanos destacando en el paisaje. Es un río de fácil acceso y por su ubicación y características ambientales cuenta con una amplia gama de aves y plantas endémicas que constituyen su fuerte atractivo turístico. Representa el tercer elemento en la categoría de paisaje protegido propuesto por el Plan Director Municipal local.",Casas habitacionais e 1 bar,Plantas frutales y pájaros.,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/FNF3pkKO4eMYJ5Ft7upk.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/SfBQvp6qu02mTKH38ihf.jpg,Colocación de carteles identificativos de los itinerarios de senderismo y carteles informativos y orientativos de las distintas rutas existentes. Crear balcones para la observación de aves. Empresa turística y comunicación.,Orilla verde,,Senderismo,,Verdadero,"Vehículo todo terreno,Coche común,A pie,A caballo,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restringido (permiso previo),FALSO,Verdadero,61,bien,"Servicios de guía,Alquiler de bicicletas/caballos/otros,Centros de interpretación,Museos,Servicio de taxi,Venta de artesanía,Banco/ATM/oficina de cambio,Servicios de aparcamiento","Agua, Alumbrado público, Señalización",Atención primaria,,,,,,,,Poco frecuentado,,
"15.079309699870542, -23.564682398780416",Ribeira seca,Santiago,Santa Cruz,Santiago Maior,Cidade de Pedra Badejo ,Taberna ,Logros técnicos científicos,Granjas,"El río más caudaloso del concejo y a pesar del nombre es muy verde, en épocas de lluvias presenta un paisaje antrópico con cultivos de regadío y secano, donde ya han introducido el sistema de riego por goteo para una mayor rentabilidad del terreno y aprovechamiento del agua de la presa de poilão. Tiene una gran superficie de hectáreas y es de fácil acceso, pasando por dos vías principales que conectan el concejo con municipios vecinos de la zona sur de la isla.","Viviendas 
presa de poilão",Plantas fronterizas y un árbol centenario.,Privado,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ZIZs9GQlrWNFv4w5knfm.jpg,,"Desarrollo de productos turísticos vinculados al agroturismo, intercambios entre visitantes y agricultores y programas de sensibilización.",Rota da Carne,,Senderismo,,Verdadero,"Vehículo todo terreno,Coche común,A pie,A caballo,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restringido (permiso previo),Verdadero,Verdadero,62,bien,"Servicios de guía,Alquiler de bicicletas/caballos/otros,Centros de interpretación,Museos,Servicio de taxi,Venta de artesanía,Banco/ATM/oficina de cambio,Servicios de aparcamiento","Agua, Alcantarillado, Alumbrado público, Señalización","Hospital público, Hospital privado, Atención primaria, Policía",,Señalización,,,,,,Asistió,,
"15.114515273882162, -23.76958383912538",Roca fundida en Achada Leite - Pilon di Nhor Des,Santiago,Santa Catarina,Santa Catarina,Achada Leite,Achada Leite,Lugares Naturais,Formaciones geológicas y paleontológicas,"Es un acantilado ubicado en la costa noroeste de Santa Catarina, más específicamente en Achada Leite. Esta escultura natural es resultado de la dinámica marina y de cerca parece un “pilón” listo a esperar que el maíz sea triturado. De ahí la gran curiosidad por esta atracción: “El acantilado de Achada Leite es llamado por los lugareños “Pilon di Nhor Dés”, gracias a su peculiar forma”. En la zona donde se ubica la atracción también es posible observar la dinámica del oleaje, así como la brisa local. Asimismo, a poca distancia del atractivo, otros elementos paisajísticos armonizan formando un pequeño oasis con predominio de plantaciones de cocoteros y otras especies. Necesita intervención para mejorar la adaptabilidad y el acceso.",,Mar,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/GNS4jSdBv7IlCVYxhC40.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/94ftGkeJMX57iyo78tLM.jpg,,"El sitio tiene presencia de mantos basálticos submarinos y subaéreos. Todavía es posible identificar la “Roca Fundida”, llamada acantilado, con una estructura cilíndrica llamada “Pilon di Nhor Des” por los residentes.",,Otros,Intervenciones necesarias para su aprovechamiento En proceso de Remodelación en el ámbito del Programa Aldeas Rurales,Verdadero,"Vehículo todo terreno,A pie,Otros",Suficiente,,Suficiente,Libro,FALSO,Verdadero,63,,,"Agua, Alcantarillado, Alumbrado público, Señalización",,"Servicios de guía, Centros de interpretación, Venta de artesanía.",,,,,Atención primaria,Verdadero,Asistió,,Barco
"14.916211162622261, -23.605426276563957",Calle del Plátano,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,Ribeira Grande de Santiago,Ribeira Grande de Santiago,Patrimonio Arquitectónico y Artístico,Obras De Arte Representativas,"Es la primera calle urbanizada por los portugueses (en 1462) en Cabo Verde y en todo el África subsahariana. Calle donde los portugueses construyeron sus casas, casas hechas con piedras locales (basalto y argamasa, cal y arena), con techo de tejas procedentes de Portugal. La calle tiene suelo revestido de piedra de grava (guijarros de mar), y tiene buena vegetación. Esta famosa calle conecta la entrada a la ciudad vieja con la iglesia de Nossa Senhora do Rosario. Una parte integral del centro histórico de la ciudad vieja, elevada a patrimonio mundial en 2009 por la UNESCO. Está cerca de muchas otras atracciones de la ciudad vieja. Su importancia histórica lo convierte en un lugar relevante para visitar.","Casa cubierta con paja de caña y cuerdas.
ramas de palma",Arboles frutales,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/RCWmKa0rNlYa2ggxXF4C.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/nryPsdfDG8WhlvopYYt9.jpg,,,,Patrimonio/cultural,,Verdadero,"Coche normal, A pie, Bus turístico, Mini Bus turístico, Taxi",Suficiente,Suficiente,Suficiente,Libro,Verdadero,FALSO,64,bien,"Servicios de guía, Venta de artesanías, Bancos/Cajeros automáticos/cambio de moneda","Agua, Alumbrado público, Señalización","Hospital público,Polícia",Servicios de guía,"Agua, Alumbrado público, Señalización",,,,,,Asistió,,
"14.920325323856419, -23.507564732383717",Calle Peatonal 5 de Julio,Santiago,Praia,Nossa Senhora da Graça,Plateau,Plateau,Patrimonio Arquitectónico y Artístico,Asentamientos humanos y arquitectura viva,"Está situado en la meseta de la antigua Rua D. Luis en honor al rey Luis I de Portugal. Después del 5 de julio pasó a llamarse Independencia de Cabo Verde. Corre de sur a norte, paralela a la Avenida Amílcar Cabral y la Rua Serpa Pinto. Esta calle ya era peatonal en el siglo XXI. También es la calle más transitada de la ciudad. fue inaugurado en 2015. Cuenta con bancos y diversos servicios de restaurante, bar y tienda. Destaca por su singularidad, ya que al ser peatonal los visitantes circulan en condiciones seguras y tranquilas. Calle peatonal principal de la playa de la capital de Cabo Verde. Adornado con piedras de basalto y cemento. También se realizan diversos eventos como exposiciones de artesanía, actividades de ocio, festivales culturales como el jazz criollo y la AME (Expo Música Atlántica).","Casas comerciales
Tiendas de souvenirs",Plantas/árboles,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/X8RqEIbAvHb72rd3u5BS.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/RkPwXBHUaiHnSZnk0PMQ.jpg,ninguno,"Calle peatonal principal de Praia, la isla con más habitantes y mucha vida.",,Patrimonio/cultural,Poda regular de árboles.,Verdadero,"Coche normal,A pie,Autobús público,Autobús turístico,Taxi",Suficiente,Suficiente,Suficiente,Libro,Verdadero,Verdadero,65,bien,"Servicios de guía, Servicio de taxi, Venta de artesanías, Banco/ATM/cambio de moneda, Servicios de estacionamiento","Agua, Alcantarillado, Alumbrado público, Señalización","Hospital público, Hospital privado, Atención primaria, Policía","Museos,Venta de artesanías","Alcantarillado, Alumbrado público, Señalización",,,,,,Asistió,,
"14.939774408876229, -23.593705941753953",Vale da Ribeira Grande de Santiago,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,"Ribeira Grande de Santiago

","Ribeira Grande de Santiago

",Lugares Naturais,Vales,"Hoy conocido como patrimonio natural de la UNESCO debido a su belleza. Utilizado por los portugueses como laboratorio para experimentar con plantas y animales, debido al agua que fluía de él al mar. Los cocoteros, los plátanos y la caña de azúcar fueron retirados del valle y exportados a Brasil. Cuando llueve todavía hay agua en el río. La longitud del valle se expresa en kilómetros, unos 5 km, 1h15mm a pie. En el camino hacia el valle se encuentra un árbol de calabaceira que es uno de los atractivos turísticos del valle, con alrededor de 500 años de existencia, de aproximadamente 15 metros de altura. El río sirvió de base para el tráfico de esclavos y para el abastecimiento de barcos durante su época dorada. , durante el cual por su puerto pasaron esclavos procedentes de África hacia otras partes del mundo, y desde mediados del siglo XV hasta finales del XVII, debido principalmente al tráfico de esclavos.","Pousada, Furnalha (producción de brandy)",Cultivo de plantas frutales.,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/JyIgFvrq2T2liESjceCO.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/WZZATfrA77BCXAQwSfcH.jpg,,Pozos de agua que abastecen la ciudad vieja,,Senderismo,en nosotros,Verdadero,"Coche normal,A pie,Autobús turístico,Taxi",Suficiente,Suficiente,Suficiente,Libro,Verdadero,Verdadero,66,bien,"Servicios de guía, Venta de artesanías, Bancos/Cajeros automáticos/cambio de moneda, Alojamiento, Catering","Agua, Alumbrado público, Señalización","Hospital público,Polícia",,Señalización,,,,,,Asistió,,
"14.913751164521415, -23.603979363072057",Ruinas da Catedral de RGS,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,Ribeira Grande de Santiago,Ribeira Grande de Santiago,Patrimonio Arquitectónico y Artístico,Legado Arqueológico,"Esta atracción tardó años en construirse. La construcción se inició en 1556 y finalizó en 1700, cuando también se construyó el palacio episcopal, del que actualmente no quedan restos visibles. Poco después de ser abandonado, permaneció en ruinas durante sólo 12 años y el último gran ataque fue llevado a cabo por el corsario francés Jacques Cassard en 1712. Los lugareños quitaron muchas de las piedras de sus muros para construir sus casas.  Fue reformado en 2001. Construido con piedras basálticas y sillares de piedra.  Todavía hay muros altos, muros bajos y otros sólo los cimientos. Tiene 2 tumbas (miembros de la realeza de la época). Tiene 4 puertas y varios compartimentos utilizados en ceremonias.",Túmulos,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/PLrPQobqPC3Ox44gK9fG.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/DcUhuRJed34Y8MR6NJcp.jpg,Señalización de los compartimentos de la catedral.,Unica ruina de santiago,,Patrimonio/cultural,Señalización de los compartimentos de las ruinas.,Verdadero,"Coche normal, a pie.",Suficiente,Suficiente,Suficiente,Libro,,Verdadero,67,bien,"Servicios de guía, venta de artesanías.","Agua, Alumbrado público, Señalización",,,,,,,,,Asistió,,
"15.276685277487989, -23.757980658013825",Turismo de surf (ponta d ´atum),Santiago,Tarrafal,Santo Amaro Abade,Ponta d´atum (Entre cemiterio e King Fisher),Ponta d´atum (Entre cemiterio e King Fisher),Lugares Naturais,Playas y zonas costeras,"La zona costera de Tarrafal ofrece las mejores olas durante todo el año para practicantes de surf y otros deportes acuáticos. Esto es gracias a una gran plataforma volcánica. Las olas vienen de izquierda y derecha, formando una línea continua que casi llega a la perfección. Aquí es donde se ofrecen actividades náuticas durante todo el año, siendo los meses de mayo a julio los de mejores y mayores olas. Estas zonas están situadas en la costa, no aptas para el baño en la corriente marina. Normalmente este litoral sólo se vigila durante los campeonatos y épocas de mayor fluidez. La punta del bonito es la parte costera más buscada por los practicantes de estos modelos.",,"Mar, olas, plataformas volcánicas, cocoteros.",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/HXHfwzSweRjHE2Iu0V6d.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/uNHB7R83onGF6a9NfUoH.jpg,"Rehabilitación del espacio, creación de un espacio polivalente, puesto de información necesaria, espacio surfista.",Un lugar peculiar por su oleaje.,,Surf/Bodyboard,,Verdadero,"Vehículo todo terreno,Coche común,A pie,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi",No existe,No existe,No existe,Libro,FALSO,Verdadero,68,bien,"Servicios de guía, Alquiler de bicicletas/caballos/otros, Servicio de taxi, Alojamiento, Catering","Agua, Alumbrado público","Hospital privado,Atención primaria,Policía",,,,,,,FALSO,Asistió,FALSO,
"15.184657412969914, -23.68333352679121",Sierra Malagueta,Santiago,São Miguel,São Miguel Arcanjo,Serra Malagueta,Serra Malagueta,Lugares Naturais,Montañas y montañas,"Es una sierra y su entorno forma el Parque Natural de la Serra Malagueta. Clima húmedo con mucha vegetación incluyendo plantas endémicas. Manto de verde y verdadero foco de biodiversidad, el parque sirve de frontera para 3 concejos de la isla de Santiago. Macizo rocoso de origen volcánico, situado a 10 km al suroeste de Tarrafal, a 7 km al oeste de Calheta de São Miguel y a la misma distancia al norte de Assomada, en una de las cadenas montañosas que atraviesan el interior de la isla. Alberga alrededor de 123 especies de plantas, 30 de las cuales son endémicas, 19 especies de aves, 8 de las cuales también son endémicas, 6 tipos de reptiles de los cuales 4 son endémicos, además de 4 especies de mamíferos y un anfibio. Un verdadero santuario de fauna y flora, cuya biodiversidad contiene la mayor cantidad de plantas endémicas de la isla de Santiago. Con un clima agradable, excepto en los días de niebla, la vista desde la cima hace que puedas recuperar el aliento por un momento y sumergirte en el manto de una naturaleza incomparable. Los visitantes también pueden visitar el centro de interpretación ambiental donde podrán encontrar un catálogo de algunas especies amenazadas, tanto de fauna como de flora. La sierra de la Malagueta ocupa una superficie de unas 7.074 hectáreas, una de las más importantes de la isla y de Cabo Verde. Para los más aventureros y amantes del trekking de montaña, el punto más alto se encuentra a 1064 metros sobre el nivel del mar, y en este punto se encuentra el circuito Cabo Verde Triangle Trail.",parque de picnic,"Flora, fauna y paisajes naturales.",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/mvKxDy2phNHJ9Zk7YARj.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/9VR5080EQnptfH7ZGjG4.jpg,"Limpieza, creación de lugares de descanso, seguridad,","Tiene especies endémicas de flora y fauna, que sólo se encuentran en Cabo Verde y un clima húmedo.",,Senderismo,,Verdadero,"Vehículo todo terreno,Coche común,Autobús público,Autobús turístico,Minibús público,Minibús turístico,Taxi,Otros",Suficiente,Suficiente,Suficiente,Se requiere boleto o entrada,Verdadero,Verdadero,69,aceptable,Otro,"Agua, Alumbrado público, Señalización",Policía,,"Alumbrado público, Señalización",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/k6IsxzSC7uIp572CABg9.jpg,,,,,Asistió,,
