Lat-Long,Nome do recurso turístico,ilha,Conselho,Freguesia,Vila,Bairro,Classificação,Cara,Descrição do produto,Elementos materiais associados,Elementos naturais associados,Acesso ao Recurso [Domínio público ou privado],Imagens do recurso,Imagens do recurso 1,Dados pendentes de interesse turístico,Singularidade que o diferencia dos demais da região,Satisfação do cliente com o recurso,Possibilidades de exploração futura,Intervenções necessárias para seu uso,Acesso ao recurso (Terra),Meio de viagem,Sinalização (Dentro do município),Sinalização (Fora do município),Sinalização (Na proximidade),Tipo de renda,Aplica (Dentro do Recurso Turístico),Aplica (Fora do Recurso Turístico),"ID",Estado de conservação,Outros Serviços Turísticos (Fora do Empreendimento Turístico da localidade mais próxima),Serviços Básicos ( Fora do Empreendimento Turístico da localidade mais próxima),Serviços de emergência (Fora do Empreendimento Turístico da localidade mais próxima),Outros Serviços Turísticos (Dentro do Recurso Turístico),Serviços básicos (Dentro do Recurso Turístico),Imagens do recurso 2,Imagens do recurso 3,Imagens do recurso 4,Serviços de emergência (Dentro do Recurso Turístico),Acesso ao recurso (Marítimo),Nível atual de uso,Acesso ao recurso (Aéreo),Meio de viagem 2
"14.904089466426283, -23.51714866782945",Praia de Quebra Canela,Santiago,Praia,Nossa Senhora da Graça,Quebra Canela,Quebra Canela,Lugares Naturais,Praias E Locais Costeiros,"A Praia de Quebra Canela é uma pequena praia balnear dentro da cidade, muito frequentado pela população residente e visitantes. Situa-se a sul da cidade da praia, mais concretamente na zona de quebra canela. É tambem uma praia de abrigo com cerca de 45 mtros de extensão, constituida por areia branca e aguas cristalinas, e´de facil acesso e dispõe de um conjunto de infraestruturas basicas e de serviços de apoio turistico, como hoteis bares, restaurante a shopping. Nesta paraia, tambem se encontra pescadores que arrastam os seus botes logo de manhã. Muitas empresas de desportos nauticos, oferecem serviços de caique e outros durante a estação de verão.","Sombras,Miradouro, botes
Equipamentos de exercicios fisicos",Mar e areia,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ol20dU6aO9GOLCOVP4x0.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/gZoIi0IG2K7utWL2ra4j.jpg,Limpeza da areia da praia,,,Costa e banho (Praia),,true,"Veículo todo terreno,Carro comum,A pé,Ônibus público,Ônibus turístico,Taxi",Suficiente,Suficiente,Suficiente,Livre,true,true,55,muito bom,"Serviços de guia ,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Sistema de esgoto,Iluminação pública,Sinalização","Hospital público,Cuidados primários,Polícia",,"Iluminação pública,Sinalização",,,,"Cuidados primários,Polícia",,Frequentado,,
"15.233114997172203, -23.743263992213826",Praia Ribeira da Prata ,Santiago,Tarrafal,Santo Amaro Abade,Ribeira das Pratas,Ribeira das Pratas,Lugares Naturais,Praias E Locais Costeiros,"Praia balnear de areia preta vulcanica com grande potencia a nivel de turismo de saúde, ainda não explorada. Maior ponto de eclosão das tartarugas marinhas (careta careta). No passa atraiu contrabandistas para descarga dos materiais roubados. Tem uma extensão de mais de 3 km. O acesso a praia é acessivel a todos precisando fazer algum melhoramento,au longo da praia existem muitas acacias e algumas plantas planas, alem da areia fina e negra. Em dia que a neblina permite consegue-se ver  a ilha do fogo. ",,"Mar, mangueiras e coqueiro",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ENhixE9bRN4Nq8WvB6Jw.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/p9wUfC2NqodACXUzLK0e.jpg,"Limpeza e reforço de lixeiras, casas de banhos, posto de guarda vida , criação sombras e espriguiçadeiras",,,Costa e banho (Praia),,true,"Veículo todo terreno,Carro comum,A pé,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",No existe,No existe,Muito pouco,Livre,false,true,56,bom,Serviços de guia ,"Água,Iluminação pública","Hospital particular,Cuidados primários,Polícia",,,,,,,,Frequentado,,
"15.145504261204497, -23.541073033072983",Praia (Baia) de porto fundo,Santiago,Santa Cruz,Santiago Maior,Pedra Badejo,Porto fundo,Lugares Naturais,Praias E Locais Costeiros,"Antigamente servia de desembarque de navios cruzeiros. Há 20 anos atras havia um estaleiro de venda de areia vinda da mauritânia que abastecia santiago e as restantes ilhas de cabo verde. É frequentado bastantes por pescadores, durante a sua faina. Localizada atrás do Monte Vigia, na Ponta de Santa Cruz, é uma linda enseada de águas calmas que oferece uma bela paisagem natural ao visitante. Apesar da pouca intervenção humana notória, pode-se constatar uma velha escadaria que pode ser reaproveitada para fins turísticos. Existe, porém, uma lixeira municipal na estrada de acesso.","Caminho de acesso feito por pescadores e pastores
Botes","Mar, rochas plantas na areia ….",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/Z1owzGxqSOCv1JPm0YCo.png,,"Acesso, limpeza ,requalificação da Praia,  e deslocamento da lixeira municipal para outro lugar.",Antiguamente foi uma das praia de cabo verde que recebeu navios cruzeiros,,Costa e banho (Praia),Melhorar acesso a praia,true,"Veículo todo terreno,Carro comum,Ônibus turístico,Mini-Ônibus Turístico,Taxi",No existe,Suficiente,No existe,Livre,false,true,57,ruim,"Serviços de guia ,Aluguel de bicicleta/cavalo/outro,Centros de interpretação,Museus,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Iluminação pública,Sinalização","Hospital público,Hospital particular,Polícia",,,,,,,,Pouco frequentado,,
"14.917539299579525, -23.508872907408445",Igreja Matriz de Nossa Senhora da Graça,Santiago,Praia,Nossa Senhora da Graça,Plateau,Plateau,Etnografia E Folclore,Folclore Espiritual,"É uma igreja situada em frente a Praça Alexandre Albuquerque, construido entre 1894 e 1902, que substitui a igreja primitiva construido no século XVI, com o mesmo nome, que segue o rito romano e funciona como a Sé da Diocese de Santiago – Cabo Verde. Esta igreja destaca-se pela sua arquitetura de época colonial, beleza e geometria dos arcos que definem as portas e janelas e pelas figuras decorativas que ali se encontam. Atualmente na igreja esta o tumulo do bispo Dom Paulino Evora, falecido em 2019.","Paredes Cantaria, alvenaria de pedra e cal
Estrutura da coberta em treliças de madeira e cobertura a quatro águas de telhas.",Praça com jardín paisagistico,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/CAq5w9OgAWN4uYyAsfjh.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/hh88Hx1OuCX0Jsx5IkUh.jpg,,Foi das primeiras igrejas e capelas construidas em Cabo verde para promover o cristianismo.,,Património/cultural,,true,"Veículo todo terreno,Carro comum,A pé,Ônibus público,Ônibus turístico,Mini-Ônibus Turístico,Taxi",Suficiente,Suficiente,Suficiente,Livre,true,true,58,muito bom,"Serviços de guia ,Centros de interpretação,Museus,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Sistema de esgoto,Iluminação pública,Sinalização","Hospital público,Hospital particular,Cuidados primários,Polícia",,Água,,,,,,Frequentado,,
"15.22375467976268, -23.6188565613779",Rabelados,Santiago,São Miguel,São Miguel Arcanjo,Achada Espinho Grande,Achada Espinho Grande,Etnografia E Folclore,Grupos Étnicos,"Os rabelados constituem um grupo social que sofreu um processo de transformação identitária, único no país. Ao longo de várias décadas, a partir dos anos 40 até o momento, defenderam severamente a sua identidade forjada numa conjuntura marcada pelos conflitos e discordâncias com a Igreja e o Estado. Atualmente estão mais abertos a visitantes e em algumas localidades, desenvolveram projetos de artesanato, especialmente na pintura e na olaria, e inscreveram em programas para a melhoria das suas condições de vida e maior divulgação do seu modo de vida caraterístico, muito admirado por visitantes nacionais e estrangeiros. No concelho existem comunidades de rabelados em Espinho Branco, Bacio, Monte Santo e Palha Carga, sendo a de Espinho Branco a maior de todas. Construíram as suas aldeias em montanhas e sítios de difícil acesso para poderem fugir do poder do Estado e para não se relacionarem com as demais grupos sociais da ilha. Os ainda resistentes são os mais jovem, que tentam de todas as formar garantir a preservação das suas tradições, porque os mais velhos já morreram. Com os anos já começaram a introduzir casas feitos de cimento estilo cidade, mas a ideia é depois revesti-los de bamu e folha de coqueiro, como muitas das casas que ainda habitam são feitas. ","Artesanato, pintura, olaria ",Teses de mestrados sobre os rebelados,Privado,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/s5zvE0DG43MmwjYp6rIO.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/b5e8nmHFtt4N0kduXT5x.jpg,"Divulgação de artesanato por parte da CM, preservação do patrimonio já existente.",Único que abdicar da igreja e do estado.,,Património/cultural,,true,"Veículo todo terreno,Carro comum,A pé,A cavalo,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restrito (permissão prévia),true,true,59,,"Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Outro","Água,Iluminação pública,Sinalização",,Venda de artesanato,"Água,Iluminação pública",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/sBADo4LG5dl43dLcU9Ww.jpg,,,,,Muito pouco frequentado,,
"15.106733598394506, -23.705708974873538",Monumento -Revolta de Ribeirão Manel,Santiago,Santa Catarina,Santa Catarina,Ribeirão Manuel,Ribeirão Manuel,Património Arquitectónico E Artístico,Obras De Arte Representativas,"Um monumento que simbóliza um dos acontecimentos históricos que marcaram a luta e coragem do povo em busca de igualdade social e uma das mais emblemáticas dos homens e mulheres do campo em Cabo Verde. Esta revolta popular, iniciou no dia 12 novembro de 1910, teve participação ativa de mulheres. Liderada por Ana da Veiga, conhecido por Nhanha Bombolom. É um monumento cultural localizado a norte de Assomada, em Ribeirão Manuel, a oeste de Achada Falcão. O monumento arrasta consigo a memória, isto é, foi erigido em homenagem aos rendeiros que recusaram pagar rendas dos terrenos, o que originou alguns tumultos com as autoridades da época. Assim, é símbolo da resistência dos rendeiros e dos escravos que aconteceu em 1910. Este monumento tem grande capacidade para atrair turistas, pela memória que preserva e, por si só, a partir um guia podem ser transformados numa oferta turística cultural.","Cadeiras de betão
Obra de arte em pedra e bronze","Jardins, com plantas locais",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/gC9jne5pC31Qe52JLB4r.jpg,,É utilizado nos roteiros nacionais,Foi uma das revoltas sociais lidera por mulheres a busca da justiça social e igualdade de direitos.,,Património/cultural,,true,"Veículo todo terreno,Carro comum,A pé,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",No existe,No existe,No existe,Livre,true,true,60,bom,,"Água,Sistema de esgoto,Iluminação pública",Cuidados primários,,Iluminação pública,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/sIejlLrl1cCNn6oH14Cc.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/SKrsmH8gjGojiD2z8yFI.jpg,,,,Frequentado,,
"15.1307045436267, -23.53649362077645",Ribeira de Picos,Santiago,Santa Cruz,Santiago Maior,Ribeira dos Picos ,Ribeira dos Picos ,Lugares Naturais,Vales,"Vale verdejante com coqueiros e bananeiras. De fácil acesso e pelas sua características ambientais, possui uma vasta gama de pássaros e planta endémicas. Do alto da localidade de João Toro, usufrui-se de uma vista privilegiada da vasta e verdejante Ribeira dos Picos, com coqueiros e bananeiras a sobressaírem na paisagem. É uma ribeira de fácil acesso e pela sua localização e caraterísticas ambientais, possui uma vasta gama de pássaros e plantas endémicas que constituem o seu forte atrativo turístico. Representa o terceiro elemento na categoria de paisagem protegida proposto pelo Plano Diretor Municipal local. ",Casas habitacionais e 1 bar,Plantas fruteiras e passaros,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/FNF3pkKO4eMYJ5Ft7upk.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/SfBQvp6qu02mTKH38ihf.jpg,Colocação de placas de identificação dos itinerarios para caminhadas e placas de informação e orientação ao longo dos diversos percursos existentes. Crias varandas para pratica de birdwatching. Empreendimento turístico e comunicação.,Ribeira verdejante,,Caminhadas,,true,"Veículo todo terreno,Carro comum,A pé,A cavalo,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restrito (permissão prévia),false,true,61,bom,"Serviços de guia ,Aluguel de bicicleta/cavalo/outro,Centros de interpretação,Museus,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Iluminação pública,Sinalização",Cuidados primários,,,,,,,,Pouco frequentado,,
"15.079309699870542, -23.564682398780416",Ribeira seca,Santiago,Santa Cruz,Santiago Maior,Cidade de Pedra Badejo ,Taberna ,Realizações Técnicas Científicas,Explorações Agrícolas,"A maior ribeira do conselho e apesar do nome é muito verde, em tempos de chuva apresenta uma paisagem antrópica com culturas de regadio e sequeiro, onde já introduziram o sistema de rega gota-gota para maior rentabilização das terras e aproveitamento das aguas prevenientes da barragem de poilão. Tem uma grande extensão em hectares, é de facil acesso, onde passa duas principais estradas que ligam o conselho aos municípios vizinhos da parte sul da ilha","Casas de habitação 
Barragem de poilão ",Plantas froteiras e uma árvore centenario ,Privado,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/ZIZs9GQlrWNFv4w5knfm.jpg,,"Desenvolvimento de productos turísticos ligados a agroturismo, intercambios entre visitantes e agricultores e programas de sensibilização.",Rota da Carne ,,Caminhadas,,true,"Veículo todo terreno,Carro comum,A pé,A cavalo,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",Suficiente,Suficiente,Suficiente,Semi-restrito (permissão prévia),true,true,62,bom,"Serviços de guia ,Aluguel de bicicleta/cavalo/outro,Centros de interpretação,Museus,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Sistema de esgoto,Iluminação pública,Sinalização","Hospital público,Hospital particular,Cuidados primários,Polícia",,Sinalização,,,,,,Frequentado,,
"15.114515273882162, -23.76958383912538",Rocha Fundino em Achada Leite-  Pilon di Nhor Dês,Santiago,Santa Catarina,Santa Catarina,Achada Leite,Achada Leite,Lugares Naturais,Formações Geológicas E Paleontológicas,"É uma falésia situada no litoral de Santa Catarina a noroeste, mais concretamente em Achada Leite. Esta escultura natural é resultante da dinâmica marinha e estando de perto aparenta um “pilão” pronto a esperar o milho para ser pisado. Daí, a grande curiosidade sobre este atrativo: “A falésia de Achada Leite é chamada pelos locais de “Pilon di Nhor Dês”, graças à sua forma peculiar”. Na zona onde situa o atrativo é possível observar também, a dinâmica das ondas, bem como a brisa local. Igualmente, a pouca distância do atrativo, outros elementos paisagísticos se harmonizam, formando um pequeno oásis com predominância de plantação de coqueiros e outras espécies. Precisando de Intervenção para adaptabilidade e melhorias de acesso.",,Mar,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/GNS4jSdBv7IlCVYxhC40.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/94ftGkeJMX57iyo78tLM.jpg,,"O local conta com a presença de mantos basálticos submarinos e subaéreos. Ainda é possível identificar a “Rocha Fundida” denominada de falésia, com uma estrutura cilíndrica chamada pelos residentes de “Pilon di Nhor Dês”.",,Outros,Intervenções necessárias para seu uso	Em proceso de Remodelação no ámbito do Programa das Aldeias Rurais,true,"Veículo todo terreno,A pé,Outro",Suficiente,,Suficiente,Livre,false,true,63,,,"Água,Sistema de esgoto,Iluminação pública,Sinalização",,"Serviços de guia ,Centros de interpretação,Venda de artesanato",,,,,Cuidados primários,true,Frequentado,,Barco
"14.916211162622261, -23.605426276563957",Rua da Banana,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,Ribeira Grande de Santiago,Ribeira Grande de Santiago,Património Arquitectónico E Artístico,Obras De Arte Representativas,"É a primeira rua a ser urbanizada pelos portugueses (em 1462) em Cabo Verde e em toda a Africa Subsariana. Rua onde as portugueses construiram as sua habitações, casas feitas com pedras locais (basalto e argamassa, cal e areia), com o tecto de telha vindo de portugal. A rua tem o chão revestida de pedra de calhau (pedrinhas de mar), e com uma boa vegetação. Esta famosa rua liga a entrada da cidade velha a igreja de nossa senhora do rosario. Parte integrande do centro historico da cidade velha, elevado a pratimonio mundial em 2009 pela UNESCO. Ela esta perto de muitas outras atrações existente na cidade velha. A sua inportancia historica faz dela um local relevante para visitar.","Casa cobertas de palha de cana e cordas
Ramos de palmeira

",Arvores fruteiras,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/RCWmKa0rNlYa2ggxXF4C.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/nryPsdfDG8WhlvopYYt9.jpg,,,,Património/cultural,,true,"Carro comum,A pé,Ônibus turístico,Mini-Ônibus Turístico,Taxi",Suficiente,Suficiente,Suficiente,Livre,true,false,64,bom,"Serviços de guia ,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio","Água,Iluminação pública,Sinalização","Hospital público,Polícia",Serviços de guia ,"Água,Iluminação pública,Sinalização",,,,,,Frequentado,,
"14.920325323856419, -23.507564732383717",Rua Pedonal 5 de julho,Santiago,Praia,Nossa Senhora da Graça,Plateau,Plateau,Património Arquitectónico E Artístico,Assentamentos Humanos E Arquitetura Viva,"Localiza-se no plateau na antiga rua D. Luis em homenagem ao rei Luis I de Portugal. Foi renomeada apos 5 de julho independencia de cabo verde. Corre de sul para norte, paralelamente a avenida Amilcar Cabral e rua serpa pinto. Esta rua já foi pedestre no seculo XXI. Também é a rua mais movimentada da cidade. foi inaugurada em 2015. Dispõe de bancos e varios serviços de restauração, bares e lojas. Destaca-se pela singularidade, pois sendo pedonal, os visitantes circulam em condições de segurança e tranquilidade. Principal rua pedonal da praia capital de cabo verde. Ornamentado com pedras de basalto e cimento. Tambem se realiza varios eventos como, exposição de artesanato, atividades de lazer, festivais culturais como criol jazz e AME (Atlantic music Expo).","Casas comerciais
Lojas de souvenir",Plantas/árvores,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/X8RqEIbAvHb72rd3u5BS.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/RkPwXBHUaiHnSZnk0PMQ.jpg,nenhuma,"Principal rua pedonal da Praia, A ilha com mais habitantes e com muita vida.",,Património/cultural,Podas regulares das árvores.,true,"Carro comum,A pé,Ônibus público,Ônibus turístico,Taxi",Suficiente,Suficiente,Suficiente,Livre,true,true,65,bom,"Serviços de guia ,Serviço de táxi,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Serviços de estacionamento","Água,Sistema de esgoto,Iluminação pública,Sinalização","Hospital público,Hospital particular,Cuidados primários,Polícia","Museus,Venda de artesanato","Sistema de esgoto,Iluminação pública,Sinalização",,,,,,Frequentado,,
"14.939774408876229, -23.593705941753953",Vale da Ribeira Grande de Santiago,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,"Ribeira Grande de Santiago

","Ribeira Grande de Santiago

",Lugares Naturais,Vales,"Hoje conhecido como patrimonio natural da UNESCO devido a sua beleza. Usado pelos portugueses como um laboratorio para experimento de plantas e animais, devido a água que corria dela para o mar. Do vale foi retirado, coqueiro, bananeira e cana de açucar e exportado para o brazil. Quando há chuva ainda tem água na ribeira. A extenção o vale expressa em quilomentros, cerca de 5 km, 1h15mm a pé. No caminho do vale existe uma arvore de calabaceira que é um dos atrativos turisticos do vale, com cerca de 500 anos de existência,  aproximadamente 15 metro de altura.A ribeira serviu de base de trafago de escravos e para aprovisionamento dos navios e seu periodo áureo, durante a qual passaram pelo seu porto escravos de africa para outras partes do mundo, e nos meados do seculo XV até os finais do seculo XVII,  devido sobretudo ao trafego de negreiros.","Pousada, Furnalha (produção de aguardente)",Cultivo de plantas fruteiras,Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/JyIgFvrq2T2liESjceCO.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/WZZATfrA77BCXAQwSfcH.jpg,,Furos de agua que abastece a cidade velha,,Caminhadas,"menhum

",true,"Carro comum,A pé,Ônibus turístico,Taxi",Suficiente,Suficiente,Suficiente,Livre,true,true,66,bom,"Serviços de guia ,Venda de artesanato,Banco/caixas eletrônicos/casa de câmbio,Alojamiento,Restauração","Água,Iluminação pública,Sinalização","Hospital público,Polícia",,Sinalização,,,,,,Frequentado,,
"14.913751164521415, -23.603979363072057",Ruinas da Catedral de RGS,Santiago,Ribeira Grande de Santiago,Santíssimo Nome de Jesus,Ribeira Grande de Santiago,Ribeira Grande de Santiago,Património Arquitectónico E Artístico,Legado Arqueológico,"Este atrativo levou anos a ser construido. Começaram a construção em 1556 e concluido em 1700, altura em que se construiu tambem o palacio episcopal, aatualmente sem vestigio aparente. logo depois foi abandonada, elevou somente 12 anos a ficar em ruinas com o ultimo grande ataque perpetuado pelo corsário francês, jacques cassard em 1712. Muitos das pedras das suas parede foram retiradas pelos locais para a construção das suas habitações.  Teve um reforma em 2001. Construido por pedras basaltico e blocos de cantaria.  Ainda existe paredes altas, baixas e outras só o alicerce. Tem 2 tumulos (membros da realeza na epoca). Tem 4 portas, e varios compartimentos usados nas cerimonias.  ",Túmulos ,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/PLrPQobqPC3Ox44gK9fG.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/DcUhuRJed34Y8MR6NJcp.jpg,Sinalização dos compartimento da catedral,Unica ruina de santiago,,Património/cultural,Sinalização dos compartimentos da ruina,true,"Carro comum,A pé",Suficiente,Suficiente,Suficiente,Livre,,true,67,bom,"Serviços de guia ,Venda de artesanato","Água,Iluminação pública,Sinalização",,,,,,,,,Frequentado,,
"15.276685277487989, -23.757980658013825","Turismo de surf (ponta d ´atum)

",Santiago,Tarrafal,Santo Amaro Abade,Ponta d´atum (Entre cemiterio e King Fisher),Ponta d´atum (Entre cemiterio e King Fisher),Lugares Naturais,Praias E Locais Costeiros,"A parte costeira do Tarrafal proporciona as melhores ondas o ano todo para os praticantes de surf e outras modalidades aquaticas. Isto graças, a uma grande plataforma vulcanica. As ondas vem da esquerda e da direita, formando um traçado continuo que quase atinge a perfeição. Essa onde proporcionam a pratica de atividades nauticas o ano todo, sendo os meses de maio a julho com melhores e maiores ondas. Estas zonas se enconram no litoral da costa, não apropriado a banhos derivados da corrente maritina. Normalmente este litoral é vigiado so em tempos de campeonatos e de maior fluencia. A ponta d ´atum é a parte litoral mais procurada pelos praticantes destas modelidades.",,"Mar, ondas, plataformas vulcanicas, coqueiros",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/HXHfwzSweRjHE2Iu0V6d.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/uNHB7R83onGF6a9NfUoH.jpg,"Reabilitação do espaço, criação de um espaço multiuso, posto de informações necessários, espaço dos surfista.","Uma localidade peculiar pelas suas ondas.

",,Surf/Bodyboard,,true,"Veículo todo terreno,Carro comum,A pé,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi",No existe,No existe,No existe,Livre,false,true,68,bom,"Serviços de guia ,Aluguel de bicicleta/cavalo/outro,Serviço de táxi,Alojamiento,Restauração","Água,Iluminação pública","Hospital particular,Cuidados primários,Polícia",,,,,,,false,Frequentado,false,
"15.184657412969914, -23.68333352679121",Serra Malagueta,Santiago,São Miguel,São Miguel Arcanjo,Serra Malagueta,Serra Malagueta,Lugares Naturais,Montanhas E Montanhas,"É uma serra e sua área circundante formam o Parque Natural da Serra Malagueta.. Clima húmido com muita vegetação incluindo plantas endemicas. Um manto verde e um verdadeiro viveiro da biodiversidade, o parque serve de fronteira a 3 conselho da ilha de santiago. O maciso rochoso de origem vulcanica, situado a 10 km a sudoeste de tarrafal, a 7 km a oeste da calheta de são miguel e a mesma distancia a norte de assomada, numa das cordilheiras montanhosas que atravessam a interior da ilha. Acolhe cerca de 123 especie de plantas, 30 da quais são endemicas, 19 especies de aves 8 das quais tambem endemicas, 6 tipos de repteis dos quais 4 endemicos, para alem de 4 especie de mamifaros e uma de anfibio. Uma verdadeira santuario de fauna e flora, cujo biodiversidade contem o maior numero de plantas endemicas da ilha de santiago. De clima agradavel, salvo em dias de neblina a vista de cima faz reter a respiração por instante e mergulhar no manto da natureza incomparavel. O visitante pode ainda conhecer o centro de interpretação ambiental onde encontra catalago de algumas especies ameaçadas, tanto de fauna como de flora. A serra malagueta abarca uma area de cerca de 7074 hectares num dos mais importantes da ilha e de cabo verde. Para os mais aventureiros, e amantes do treking de montanha, o ponto mais alto fica a 1064 metros de altitude, e este ponto vem acolhendo o circuito cabo verde triangle trail. ",Parque de piquenique,"Flora, fauna e paisagens naturais",Público,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/mvKxDy2phNHJ9Zk7YARj.jpg,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/9VR5080EQnptfH7ZGjG4.jpg,"Limpeza, criação de lugares de descanso, segurança,","Possui especies endémicas de flora e fauna, que só se encontra em cabo verde e um clima húmido.",,Caminhadas,,true,"Veículo todo terreno,Carro comum,Ônibus público,Ônibus turístico,Mini-Ônibus Público,Mini-Ônibus Turístico,Taxi,Outro",Suficiente,Suficiente,Suficiente,É necessário ingresso ou ingresso,true,true,69,aceitável,Outro,"Água,Iluminação pública,Sinalização",Polícia,,"Iluminação pública,Sinalização",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/vGSx7XE482WK3IyOQsKn/pub/k6IsxzSC7uIp572CABg9.jpg,,,,,Frequentado,,
